ImageID,OT_value,OT_similarity,OT_row_cost
BraTS-GLI-00068-000.npz,0.9532018899917603,0.9532018899917603,0.00398362847045064
BraTS-GLI-00070-000.npz,0.8796230554580688,0.8796230554580688,0.004632432479411364
BraTS-GLI-00071-000.npz,0.9558119177818298,0.9558119177818298,0.003960613626986742
BraTS-GLI-00077-000.npz,0.969106137752533,0.969106137752533,0.0038433880545198917
BraTS-GLI-00078-000.npz,0.9529335498809814,0.9529335498809814,0.003985994961112738
BraTS-GLI-00081-000.npz,0.7738537192344666,0.7738537192344666,0.005565086379647255
BraTS-GLI-00084-000.npz,0.9628315567970276,0.9628315567970276,0.0038987158332020044
BraTS-GLI-00084-001.npz,0.7997995018959045,0.7997995018959045,0.005336301401257515
BraTS-GLI-00087-000.npz,0.9202791452407837,0.9202791452407837,0.004273934755474329
BraTS-GLI-00088-000.npz,0.9633283615112305,0.9633283615112305,0.0038943353574723005
BraTS-GLI-00088-001.npz,0.9417406916618347,0.9417406916618347,0.004084691405296326
BraTS-GLI-00090-000.npz,0.9302117824554443,0.9302117824554443,0.004186350852251053
BraTS-GLI-00090-001.npz,0.9014263153076172,0.9014263153076172,0.004440175835043192
BraTS-GLI-00095-000.npz,0.5773464441299438,0.5773464441299438,0.007297849748283625
BraTS-GLI-00096-001.npz,0.8659994006156921,0.8659994006156921,0.004752563312649727
BraTS-GLI-00097-001.npz,0.969454824924469,0.969454824924469,0.003840313060209155
BraTS-GLI-00098-000.npz,0.8896963596343994,0.8896963596343994,0.0045436080545187
BraTS-GLI-00099-000.npz,0.9203588366508484,0.9203588366508484,0.004273232538253069
BraTS-GLI-00099-001.npz,0.9608250856399536,0.9608250856399536,0.003916408866643906
BraTS-GLI-00100-000.npz,0.8890467286109924,0.8890467286109924,0.0045493366196751595
BraTS-GLI-00102-000.npz,0.9289215803146362,0.9289215803146362,0.0041977278888225555
BraTS-GLI-00103-000.npz,0.724113941192627,0.724113941192627,0.0060036820359528065
BraTS-GLI-00104-000.npz,0.8536816835403442,0.8536816835403442,0.004861178807914257
BraTS-GLI-00105-000.npz,0.7480380535125732,0.7480380535125732,0.005792723968625069
BraTS-GLI-00107-000.npz,0.9131714701652527,0.9131714701652527,0.004336609039455652
BraTS-GLI-00108-000.npz,0.95376056432724,0.95376056432724,0.003978702239692211
BraTS-GLI-00109-000.npz,0.7557511925697327,0.7557511925697327,0.005724710877984762
BraTS-GLI-00112-000.npz,0.9546877145767212,0.9546877145767212,0.0039705270901322365
BraTS-GLI-00113-000.npz,0.8517051339149475,0.8517051339149475,0.004878607578575611
BraTS-GLI-00115-000.npz,0.8498294949531555,0.8498294949531555,0.00489514647051692
